# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 727K of event 'cycles'
# Event count (approx.): 421628435506
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.04%  server   [kernel.kallsyms]    [k] security_socket_accept                    
     0.04%  server   server               [.] 0x000000000000b768                        
     0.04%  server   [kernel.kallsyms]    [k] tcp_parse_aligned_timestamp.part.42       
     0.04%  server   server               [.] 0x0000000000005531                        
     0.04%  server   [kernel.kallsyms]    [k] __tcp_v4_send_check                       
     0.04%  server   [kernel.kallsyms]    [k] enqueue_task                              
     0.04%  server   [kernel.kallsyms]    [k] __alloc_pages_nodemask                    
     0.04%  server   server               [.] 0x000000000000a538                        
     0.04%  server   server               [.] 0x0000000000005527                        
     0.04%  server   [kernel.kallsyms]    [k] security_socket_sendmsg                   
     0.04%  server   libc-2.19.so         [.] 0x0000000000080484                        
     0.04%  server   [kernel.kallsyms]    [k] inet_sendmsg                              
     0.04%  server   libc-2.19.so         [.] 0x00000000001081d0                        
     0.04%  server   [kernel.kallsyms]    [k] ip_generic_getfrag                        
     0.04%  server   libstdc++.so.6.0.21  [.] 0x00000000000625d0                        
     0.04%  server   server               [.] 0x000000000000a562                        
     0.04%  server   [kernel.kallsyms]    [k] __fd_install                              
     0.04%  server   [kernel.kallsyms]    [k] __d_alloc                                 
     0.04%  server   [kernel.kallsyms]    [k] ip_local_out_sk                           
     0.04%  server   [kernel.kallsyms]    [k] schedule                                  
     0.04%  server   libc-2.19.so         [.] 0x000000000007f5ec                        
     0.04%  server   [kernel.kallsyms]    [k] tcp_current_mss                           
     0.04%  server   [kernel.kallsyms]    [k] __mutex_init                              
     0.04%  server   [kernel.kallsyms]    [k] __copy_skb_header                         
     0.04%  server   [kernel.kallsyms]    [k] fsnotify_clear_marks_by_inode             
     0.04%  server   server               [.] 0x00000000000028d0                        
     0.04%  server   libc-2.19.so         [.] 0x000000000007ef9e                        
     0.04%  server   server               [.] 0x000000000000a52c                        
     0.04%  server   server               [.] 0x000000000000721b                        
     0.04%  server   [kernel.kallsyms]    [k] find_next_bit                             
     0.04%  server   server               [.] 0x000000000000a53e                        
     0.04%  server   [kernel.kallsyms]    [k] netdev_pick_tx                            
     0.04%  server   server               [.] 0x0000000000009f72                        
     0.04%  server   libc-2.19.so         [.] 0x0000000000108030                        
     0.04%  server   server               [.] 0x000000000000a544                        
     0.04%  server   [kernel.kallsyms]    [k] alloc_file                                
     0.04%  server   [kernel.kallsyms]    [k] int_with_check                            
     0.04%  server   libc-2.19.so         [.] 0x0000000000080365                        
     0.04%  server   libc-2.19.so         [.] 0x00000000000802d4                        
     0.04%  server   libc-2.19.so         [.] 0x000000000007ff2a                        
     0.04%  server   [kernel.kallsyms]    [k] ip_send_skb                               
     0.04%  server   [kernel.kallsyms]    [k] update_stats_wait_end                     
     0.04%  server   [kernel.kallsyms]    [k] futex_wake_op                             
     0.04%  server   libc-2.19.so         [.] 0x00000000000ebf81                        
     0.04%  server   server               [.] 0x000000000000e004                        
     0.04%  server   [kernel.kallsyms]    [k] migrate_task_rq_fair                      
     0.04%  server   server               [.] 0x0000000000008708                        
     0.04%  server   libc-2.19.so         [.] 0x0000000000080187                        
     0.04%  server   [kernel.kallsyms]    [k] pick_next_entity                          
     0.04%  server   libc-2.19.so         [.] 0x000000000007fceb                        
     0.04%  server   server               [.] 0x00000000000067b5                        
     0.03%  server   [kernel.kallsyms]    [k] inet_sock_destruct                        
     0.03%  server   libc-2.19.so         [.] 0x000000000007f1b2                        
     0.03%  server   libstdc++.so.6.0.21  [.] 0x000000000008d047                        
     0.03%  server   server               [.] 0x000000000000d4dc                        
     0.03%  server   [kernel.kallsyms]    [k] _raw_spin_unlock_bh                       
     0.03%  server   server               [.] 0x0000000000009f70                        
     0.03%  server   libc-2.19.so         [.] 0x00000000000ebf7d                        
     0.03%  server   server               [.] 0x0000000000008e1d                        
     0.03%  server   [kernel.kallsyms]    [k] resched_curr                              
     0.03%  server   libc-2.19.so         [.] 0x0000000000080378                        
     0.03%  server   [kernel.kallsyms]    [k] plist_add                                 
     0.03%  server   libc-2.19.so         [.] 0x0000000000098180                        
     0.03%  server   [kernel.kallsyms]    [k] tcp_done                                  
     0.03%  server   [kernel.kallsyms]    [k] pte_offset_kernel                         
     0.03%  server   server               [.] 0x000000000000cf20                        
     0.03%  server   libc-2.19.so         [.] 0x0000000000108084                        
     0.03%  server   libc-2.19.so         [.] 0x0000000000080314                        
     0.03%  server   [kernel.kallsyms]    [k] sk_filter                                 
     0.03%  server   [kernel.kallsyms]    [k] autoremove_wake_function                  
     0.03%  server   libpthread-2.19.so   [.] 0x000000000000ef35                        
     0.03%  server   libc-2.19.so         [.] 0x00000000000f1337                        
     0.03%  server   [kernel.kallsyms]    [k] __tcp_select_window                       
     0.03%  server   [kernel.kallsyms]    [k] finish_task_switch                        
     0.03%  server   server               [.] 0x0000000000005504                        
     0.03%  server   libc-2.19.so         [.] 0x000000000007e8c2                        
     0.03%  server   [kernel.kallsyms]    [k] do_vfs_ioctl                              
     0.03%  server   libpthread-2.19.so   [.] 0x000000000000a648                        
     0.03%  server   [kernel.kallsyms]    [k] osq_unlock                                
     0.03%  server   libc-2.19.so         [.] 0x000000000007ff31                        
     0.03%  server   [kernel.kallsyms]    [k] dequeue_task                              
     0.03%  server   libpthread-2.19.so   [.] 0x000000000000a410                        
     0.03%  server   server               [.] 0x000000000000cdf5                        
     0.03%  server   libc-2.19.so         [.] 0x00000000000fb1ed                        
     0.03%  server   [kernel.kallsyms]    [k] dnotify_flush                             
     0.03%  server   libc-2.19.so         [.] 0x000000000008101c                        
     0.03%  server   [kernel.kallsyms]    [k] flush_smp_call_function_queue             
     0.03%  server   libc-2.19.so         [.] 0x000000000007f143                        
     0.03%  server   libc-2.19.so         [.] 0x0000000000140202                        
     0.03%  server   [kernel.kallsyms]    [k] make_kuid                                 
     0.03%  server   [kernel.kallsyms]    [k] tcp_free_fastopen_req                     
     0.03%  server   [kernel.kallsyms]    [k] wake_up_q                                 
     0.03%  server   [kernel.kallsyms]    [k] tcp_cleanup_congestion_control            
     0.03%  server   server               [.] 0x00000000000065ef                        
     0.03%  server   [kernel.kallsyms]    [k] security_inode_free                       
